**** Updated: May 27, 2014 **** 
                                    
PERSONAL PROPERTY CODES             
                                    
State Class                         
------          -----------------   
Code            Description         
------          -----------------   
G1             	Oil and Mineral Gas Reserves                                
G2             	Real Property Other Mineral Reserves                        
J1             	Personal Utilities Water System                             
J2             	Gas Companies                                               
J3             	Electric Companies                                          
J4             	Telephone Companies                                         
J5             	Railroads                                                   
J6             	Pipelines                                                   
J7             	Major Cable Television Systems                              
L1             	Tangible, Commercial                                        
L2             	Tangible, Industrial                                        
M3             	Tangible, Mobile Homes                                      
S1             	Dealer Inventory                                            
U0             	Unknown                                                     
                                     
                                     
Personal Property                    
------          --------------------------                                     ------   
Code   	        Description                                                    Class    
------          --------------------------                                     ------   
A              	Business Personal Property                                  	L1        
5812B     	RESTAURANTS - DELICATESSENS                                 	Retail                                            
5812C     	RESTAURANTS - FAST FOOD CHAINS                              	Retail                                            
5812D     	RESTAURANTS - ICE CREAM                                     	Retail                                            
5812E     	RESTAURANTS - THEME                                         	Retail                                            
5812F     	RESTAURANTS - FINE DINING                                   	Retail                                            
5812G     	RESTAURANTS - CAFE/DINER                                    	Retail                                            
5812H     	RESTAURANTS - PIZZA SHOP                                    	Retail                                            
5812I     	RESTAURANTS - SANDWICH SHOP                                 	Retail                                            
5812J     	RESTAURANTS - LUNCH WAGON                                   	Retail                                            
5812K     	RESTAURANTS - INV ONLY                                      	Retail                                            
5812L     	RESTAURANTS - M&E/F&F ONLY                                  	Retail                                            
5812M     	RESTAURANTS - COFFEE SHOP                                   	Retail                                            
5812N     	RESTAURANTS - CONCESSION STAND                              	Retail                                            
5812P     	RESTAURANTS - CATERERS                                      	Retail                                            
5812Q     	RESTAURANTS - BBQ                                           	Retail                                            
5812R     	RESTAURANTS - NEC                                           	Retail                                            
5812S     	RESTAURANTS - GOURMET COFFEE HOUSE                          	Retail                                            
5812T     	RESTAURANTS - SMOOTHIE / JUICE SHOP                         	Retail                                            
5812U     	RESTAURANTS - YOGURT SHOP                                   	Retail                                            
5813A     	DRINKING PLACES - BEER/WINE                                 	Retail                                            
5813B     	DRINKING PLACES - SPORTS BAR                                	Retail                                            
5813C     	DRINKING PLACES - CABARET                                   	Retail                                            
5813D     	DRINKING PLACES - NIGHT CLUB                                	Retail                                            
5813E     	DRINKING PLACES - EXECUTIVE                                 	Retail                                            
5813F     	DRINKING PLACES - PUBS/TAVERNS                              	Retail                                            
5912      	DRUG STORES - RETAIL                                        	Retail                                            
5912A     	PHARMACY                                                    	Retail                                            
5921      	LIQUOR STORES - RETAIL                                      	Retail                                            
5922A     	BEER & WINE - INV ONLY                                      	Retail                                            
5932A     	ANTIQUE SHOP                                                	Retail                                            
5932B     	CLOTHING - USED                                             	Retail                                            
5932C     	FURNITURE STORES - USED                                     	Retail                                            
5932D     	JUNK DEALERS                                                	Retail                                            
5932E     	PAWN SHOP                                                   	Retail                                            
5932F     	RESALE SHOP                                                 	Retail                                            
5941A     	BICYCLE SHOP                                                	Retail                                            
5941B     	GUN SHOP                                                    	Retail                                            
5941C     	SPORTING GOODS                                              	Retail                                            
5941D     	SCUBA & DIVING EQUIPMENT                                    	Retail                                            
5941E     	BAIT & TACKLE SHOPS                                         	Retail                                            
5941F     	BOWLING EQUIPMENT                                           	Retail                                            
5941G     	EXERCISE APPARATUS                                          	Retail                                            
5941H     	GOLF EQUIPMENT                                              	Retail                                            
5941I     	TENNIS & SKI SHOP                                           	Retail                                            
5941J     	BILLIARD STORES                                             	Retail                                            
5942      	BOOKSTORES - NEW                                            	Retail                                            
5942A     	BOOKSTORES - USED                                           	Retail                                            
5943      	OFFICE SUPPLY STORE-RETAIL                                  	Retail                                            
5943A     	OFFICE SUPPLY SUPERSTORE                                    	Retail                                            
5944      	JEWELRY - RETAIL                                            	Retail                                            
5944A     	JEWELRY - COSTUME RETAIL                                    	Retail                                            
5945      	TOY & GAME STORES                                           	Retail                                            
5945A     	CERAMIC SHOP                                                	Retail                                            
5945B     	HOBBY SHOP                                                  	Retail                                            
5945C     	ARTS & CRAFT STORE                                          	Retail                                            
5945D     	ARTS & CRAFT BOOTH                                          	Retail                                            
5945E     	VIDEO GAME RETAIL STORES                                    	Retail                                            
5946      	CAMERA STORES-RETAIL                                        	Retail                                            
5947      	GIFT/NOVELTY STORES-RETAIL                                  	Retail                                            
5947A     	CARD - GREETING SHOP                                        	Retail                                            
5947B     	CARD - BASEBALL                                             	Retail                                            
5948      	LUGGAGE & LEATHER GOODS                                     	Retail                                            
5949      	FABRIC STORES-RETAIL                                        	Retail                                            
5949A     	NEEDLEWORK STORE                                            	Retail                                            
5961      	MAIL ORDER HOUSE                                            	Retail                                            
5962      	VENDING MACHINES                                            	Retail                                            
5963      	DIRECT SELLING ESTABLISHMENT                                	Retail                                            
5984      	BOTTLED GAS SALES                                           	Retail                                            
5989      	FUEL DEALERS                                                	Retail                                            
5992      	FLORISTS - RETAIL                                           	Retail                                            
5993      	TOBACCO & PIPE SHOP                                         	Retail                                            
5994      	NEWSSTAND & MAGAZINE STORE                                  	Retail                                            
5994A     	NEWSSTAND & MAGAZINE STORE/ADULT ENTERTAINMENT              	Retail                                            
5995      	OPTICAL GOODS STORES                                        	Retail                                            
5995A     	OPTICAL GOODS W/OPTOMETRIT                                  	Retail                                            
5999A     	RETAIL STORES NEC                                           	Retail                                            
5999B     	ART SUPPLIES                                                	Retail                                            
5999C     	COSMETIC STORES                                             	Retail                                            
5999D     	FRAME & PICTURE SHOPS                                       	Retail                                            
5999E     	COIN & STAMP DEALERS                                        	Retail                                            
5999F     	GRAVE MARKERS                                               	Retail                                            
5999G     	HEARING AIDS                                                	Retail                                            
5999H     	HOT TUBS & SPAS                                             	Retail                                            
5999I     	MOBILE PHONE & PAGER STORE                                  	Retail                                            
5999J     	OFFICE MACHINERY & EQUIP                                    	Retail                                            
5999K     	PETS & PET SUPPLIES                                         	Retail                                            
5999L     	TELEPHONE STORES                                            	Retail                                            
5999M     	TROPHY SHOPS                                                	Retail                                            
5999N     	FLAGS, BANNERS, PROMO GOOD                                  	Retail                                            
5999P     	MED EQPT HOME CARE PRODUCT                                  	Retail                                            
5999Q     	FLEA MARKET                                                 	Retail                                            
5999R     	SWIMMING POOL STORES                                        	Retail                                            
5999S     	FOOD SPECIALTY STORES                                       	Retail                                            
5999T     	MOBILE PHONE SALES & SVCS                                   	Retail                                            
5999W     	COSMETIC BATH & BODY PRODUCTS STORE                         	Retail                                            
6011      	BANK, FINANCIAL INST.                                       	Finance, Insurance, Real Estate                   
6011A     	BANKS IN STORES                                             	Finance, Insurance, Real Estate                   
6011B     	BANKS-ATM MACHINES STAND ALONE                              	Finance, Insurance, Real Estate                   
6035      	SAVINGS INSTITUTION                                         	Finance, Insurance, Real Estate                   
6061      	CREDIT UNION                                                	Finance, Insurance, Real Estate                   
6099B     	CHECK CASHING SERVICE                                       	Finance, Insurance, Real Estate                   
6141      	FINANCE CO 0-9999 SQ FT                                     	Finance, Insurance, Real Estate                   
6162      	MORTGAGE CO 0-9999 SQ FT                                    	Finance, Insurance, Real Estate                   
6211      	SECURITIES BROKER 0-9999 SQ FT                              	Finance, Insurance, Real Estate                   
6411A     	INSURANCE 0-999 SQ FT                                       	Finance, Insurance, Real Estate                   
6411B     	INSURANCE 1000-2499 SQ FT                                   	Finance, Insurance, Real Estate                   
6411C     	INSURANCE 2500-4999 SQ FT                                   	Finance, Insurance, Real Estate                   
6411D     	INSURANCE 5000-9999 SQ FT                                   	Finance, Insurance, Real Estate                   
6512      	LESSORS OF PIERS, DOCKS & ASSOC BLDGS & FACILITIES          	Finance, Insurance, Real Estate                   
6513      	APARTMENTS                                                  	Finance, Insurance, Real Estate                   
6515      	MOBILE HOME PARK OPERATORS                                  	Finance, Insurance, Real Estate                   
6531      	REAL ESTATE AGENTS                                          	Finance, Insurance, Real Estate                   
6531A     	MODEL HOMES AND SALES OFFC                                  	Finance, Insurance, Real Estate                   
6531B     	LEASING OFFICE FOR INDUSTRIAL PARKS                         	Finance, Insurance, Real Estate                   
6541      	TITLE CO 0-9999 SQ FT                                       	Finance, Insurance, Real Estate                   
6541A     	TITLE CO WITH PLANT                                         	Finance, Insurance, Real Estate                   
6552      	LAND DEV CO 0-9999 SQ FT                                    	Finance, Insurance, Real Estate                   
6553      	CEMETERY                                                    	Finance, Insurance, Real Estate                   
6732      	CHARITABLE ORGANIZATIONS EXEMPT ONLY                        	Finance, Insurance, Real Estate                   
7011      	HOTEL                                                       	Services                                          
7011A     	MOTEL                                                       	Services                                          
7011B     	BED & BREAKFAST INN                                         	Services                                          
7033      	TRAILER PARKS AND CAMPSITE                                  	Services                                          
7211      	LAUNDRIES - POWERED                                         	Services                                          
7212      	DRY CLEANER-PICKUP STATION                                  	Services                                          
7213      	LINEN SUPPLY                                                	Services                                          
7215      	WASHATERIAS                                                 	Services                                          
7215B     	WASHATERIAS IN APT COMPLEX                                  	Services                                          
7216      	DRY CLEANING-FULL PLANTS                                    	Services                                          
7217      	CARPET & UPHOLSTRY CLEANER                                  	Services                                          
7219      	ALTERATIONS & TAILOR SERV                                   	Services                                          
7221      	PHOTO & PORTRAIT STUDIOS                                    	Services                                          
7221A     	PHOTOGRAPHY - AERIAL                                        	Services                                          
7221B     	PHOTOGRAPHY - FREELANCE                                     	Services                                          
7231      	BEAUTY, HAIR STYLING SALON                                  	Services                                          
7241      	BARBER SHOPS                                                	Services                                          
7251      	REPAIR - SHOE SHOP                                          	Services                                          
7261      	FUNERAL HOME                                                	Services                                          
7291      	INCOME TAX SERVICE 0-9999 SQ FT                             	Services                                          
7299      	PERSONAL SERVICE - MISC                                     	Services                                          
7299A     	APARTMENT LOCATORS                                          	Services                                          
7299B     	RENTAL - CLOTHING                                           	Services                                          
7299C     	ELECTROLYSIS SALONS                                         	Services                                          
7299D     	MASSAGE THERAPY                                             	Services                                          
7299E     	NAIL SALONS                                                 	Services                                          
7299F     	TANNING SALONS                                              	Services                                          
7299G     	WEDDING CHAPEL SERVICES                                     	Services                                          
7299H     	TATTOO SHOPS                                                	Services                                          
7299I     	AUTO TITLE & TAG SERVICE                                    	Services                                          
7299J     	SKIN CARE / FACIAL SERVICE                                  	Services                                          
7311      	ADVERTISING AGENCIES                                        	Services                                          
7312      	ADVERTISING OUTDOOR                                         	Services                                          
7312A     	BILLBOARDS                                                  	Services                                          
7322      	COLLECTION AGENCIES 0-9999 SQ FT                            	Services                                          
7323      	CREDIT REPORTING SERVICE                                    	Services                                          
7331      	DIRECT MAIL ADVERTISING SERVICE                             	Services                                          
7331A     	MAILING SERVICE                                             	Services                                          
7334      	PHOTOCOPYING SERVICE                                        	Services                                          
7334A     	BLUEPRINT & MAP SERVICE                                     	Services                                          
7335      	COMMERCIAL PHOTOGRAPHY                                      	Services                                          
7336      	GRAPHIC ART & DESIGN                                        	Services                                          
7336A     	COMMERCIAL ART & GRAPHIC DESIGN SERVICE                     	Services                                          
7338      	SECRETARIAL/BUSINESS SVC 0-9999 SQ FT                       	Services                                          
7342      	EXTERMINATOR, PEST CONTROL                                  	Services                                          
7349      	JANITORIAL & CLEANING SERV                                  	Services                                          
7352      	RENTAL - MEDICAL EQUIPMENT                                  	Services                                          
7353      	RENTAL - HEAVY CONSTR EQ                                    	Services                                          
7359      	RENTAL - EQUIPMENT NEC                                      	Services                                          
7359B     	RENTAL - ELECTRONICS, APPLIANCE, FURNITURE                  	Services                                          
7361      	EMPLOYMENT AGENCY 0-9999 SQ FT                              	Services                                          
7363A     	MODELING STUDIOS / ADULT ENTERTAINMENT                      	Services                                          
7363B     	MODELING AGENCY                                             	Services                                          
7371      	COMPUTER PROGRAMMING SERV                                   	Services                                          
7373      	COMPUTER INTEGRATED SYSTEM DESIGN                           	Services                                          
7374      	DATA PROCESSING SERVICES                                    	Services                                          
7377      	COMPUTER RENTAL & LEASING                                   	Services                                          
7377A     	COMPUTER RENTAL & LEASING                                   	Services                                          
7378      	COMPUTER MAINT & REPAIR                                     	Services                                          
7378A     	COMPUTER MAINTENANCE AND REPAIR                             	Services                                          
7379      	COMPUTER RELATED SVCS, NEC                                  	Services                                          
7379B     	COMPUTER RELATED SERVICES NEC                               	Services                                          
7381      	SECURITY & PRIVATE INVEST                                   	Services                                          
7382      	SECURITY SYSTEMS SERVICES BURGLAR & FIRE                    	Services                                          
7382A     	SECURITY SYSTEMS SERVICES ALARM MONITORING                  	Services                                          
7383      	NEWS SYNDICATES                                             	Services                                          
7384      	PHOTOFINISHING LABS                                         	Services                                          
7384A     	PHOTOFINISHING DROP BOOTHS                                  	Services                                          
7389      	BUSINESS SERVICES - MISC                                    	Services                                          
7389A     	AUCTION SERVICES                                            	Services                                          
7389C     	INTERIOR DECORATORS                                         	Services                                          
7389D     	POOL CARE SERVICE                                           	Services                                          
7389E     	TELEPHONE ANSWERING SVC 0-9999 SQ FT                        	Services                                          
7389G     	SIGN PAINTING                                               	Services                                          
7389I     	AUCTION SVC-INS/AUTO                                        	Services                                          
7389J     	INTERIOR DESIGN SHOWROOM                                    	Services                                          
7389K     	PACKAGING & LABELING BUSINESS SERVICES, NEC                 	Services                                          
7389L     	FIREFIGHTING, INCLUDING OIL WELL, NON-GOVT                  	Services                                          
7513      	RENTAL - TRUCK                                              	Services                                          
7514      	RENTAL - AUTO OFFICE ONLY                                   	Services                                          
7514A     	RENTAL - AUTO                                               	Services                                          
7519      	RENTAL - TRAILER                                            	Services                                          
7521      	AUTO PARKING                                                	Services                                          
7532      	AUTO PAINT & BODY                                           	Services                                          
7532A     	AUTO TRIM SHOPS                                             	Services                                          
7532B     	AUTO CUSTOMIZING                                            	Services                                          
7532C     	AUTO RUST PROOFING                                          	Services                                          
7533      	AUTO REPAIR-BRAKE/MUFFLER                                   	Services                                          
7534      	TIRE RETREADING AND REPAIR                                  	Services                                          
7536      	AUTO GLASS                                                  	Services                                          
7537      	AUTO TRANSMISSION SHOPS                                     	Services                                          
7538      	AUTO REPAIR-GENERAL                                         	Services                                          
7538A     	AUTO REPAIR-RADIATOR                                        	Services                                          
7539      	AUTO REPAIR-NEC                                             	Services                                          
7542A     	CAR WASH - MANUAL                                           	Services                                          
7542B     	CAR WASH - SUPER                                            	Services                                          
7542C     	AUTO DETAIL SHOP                                            	Services                                          
7549      	AUTO SERVICES, NEC                                          	Services                                          
7549A     	WRECKER SERVICE                                             	Services                                          
7549B     	AUTOMOTIVE SERVICES, EXCEPT REPAIR & CARWASHES              	Services                                          
7549D     	AUTO INSPECTION SERVICE                                     	Services                                          
7549E     	AUTO WINDOW TINTING                                         	Services                                          
7549F     	AUTO REPAIR-QUICK LUBE                                      	Services                                          
7622      	REPAIR - TV & RADIO                                         	Services                                          
7623      	A/C & HEATING SERVICE                                       	Services                                          
7629      	REPAIR - ELECTRICAL                                         	Services                                          
7629A     	REPAIR - APPLIANCE                                          	Services                                          
7629B     	REPAIR - OFFICE MACH/EQUIP                                  	Services                                          
7631      	REPAIR JEWELRY/WATCH/CLOCK                                  	Services                                          
7641      	REPAIR-FURN & REUPHOLSTERY                                  	Services                                          
7692A     	WELDING REPAIR & SERV                                       	Services                                          
7694      	ARMATURE REWINDING SHOPS                                    	Services                                          
7699      	REPAIR SERVICE, NEC                                         	Services                                          
7699A     	REPAIR ENGINE EXCEPT AUTO                                   	Services                                          
7699B     	GUNSMITH                                                    	Services                                          
7699C     	REPAIR LAWNMOWER SALES-SVC                                  	Services                                          
7699D     	LOCKSMITH & KEY SHOPS                                       	Services                                          
7699E     	TAXIDERMY                                                   	Services                                          
7699G     	INDUSTRIAL WASTEWATER TANKCLEANING SERVICE                  	Services                                          
7812      	MOVIE & VIDEO PRODUCTION                                    	Services                                          
7819      	SERVICES ALLIED TO MOTION PICTURE PRODUCTION                	Services                                          
7822      	MOVIE & TAPE DISTRIBUTION                                   	Services                                          
7832      	THEATRE - INDOOR                                            	Services                                          
7841      	VIDEO TAPE RENTALS & SALES                                  	Services                                          
7911      	DANCE HALLS-STUDIOS-SCHOOL                                  	Services                                          
7911A     	DANCE HALLS - BANQUET OR RECEPTION                          	Services                                          
7922      	THEATER - EXCEPT MOTION                                     	Services                                          
7933      	BOWLING ALLEYS                                              	Services                                          
7941      	CLUBS-PROFESSIONAL SPORTS                                   	Services                                          
7948      	RACE TRACK                                                  	Services                                          
7948A     	RACING, HORSES/AUTOS INCLUDING TRACK OPERATION              	Services                                          
7991      	CLUBS-PHYSICAL FITNESS GYM                                  	Services                                          
7991A     	AEROBIC CENTERS                                             	Services                                          
7992      	PUBLIC GOLF COURSES                                         	Services                                          
7993      	GAME ROOMS                                                  	Services                                          
7993A     	AMUSEMENT MACHINES                                          	Services                                          
7996      	AMUSEMENT PARKS                                             	Services                                          
7996A     	AMUSEMENT PARKS                                             	Services                                          
7997      	CLUBS-PRIVATE SPORTS                                        	Services                                          
7997A     	CLUBS-COUNTRY                                               	Services                                          
7999      	AMUSEMENT & RECREATION NEC                                  	Services                                          
7999A     	GOLF DRIVING RANGE & MINIT                                  	Services                                          
7999B     	ROLLER & ICE SKATING                                        	Services                                          
7999C     	MARTIAL ARTS STUDIOS                                        	Services                                          
7999D     	POOL HALLS                                                  	Services                                          
7999E     	GO CARTS & RACE TRACKS                                      	Services                                          
7999F     	TICKET BROKERS                                              	Services                                          
7999G     	SHOOTING RANGES                                             	Services                                          
7999H     	BINGO PARLORS                                               	Services                                          
7999I     	GYMNASTIC SCHOOLS                                           	Services                                          
8011      	DOCTOR                                                      	Services                                          
8011A     	DOCTOR - PSYCHIATRIST                                       	Services                                          
8011B     	DOCTOR - CLINICS                                            	Services                                          
8011C     	DOCTOR - OPHTHALMOLOGIST                                    	Services                                          
8021      	DENTIST                                                     	Services                                          
8021A     	DENTIST - ORTHODONTIST                                      	Services                                          
8041      	DOCTOR - CHIROPRACTOR                                       	Services                                          
8042      	DOCTOR - OPTOMETRIST                                        	Services                                          
8043      	DOCTOR - PODIATRIST                                         	Services                                          
8049      	HEALTH PRACTITIONER, NEC                                    	Services                                          
8049A     	ACUPUNCTURIST                                               	Services                                          
8049B     	PSYCHOLOGIST 0-9999 SQ FT                                   	Services                                          
8051      	NURSING HOME SKILLED CARE                                   	Services                                          
8052      	NURSING HOME INTERMEDIATE CARE                              	Services                                          
8052A     	RETIREMENT APTS-ASSISTED                                    	Services                                          
8052B     	RETIREMENT APTS/W FOOD SVC                                  	Services                                          
8059      	NURSING - PERSONAL CARE FACILITIES                          	Services                                          
8062      	HOSPITAL GENERAL                                            	Services                                          
8062A     	HOSPITAL OUTPATIENT                                         	Services                                          
8062B     	HOSPITAL PHYSICAL THERAPY                                   	Services                                          
8062E     	MEDICAL CENTER DEVELOPMENT                                  	Services                                          
8063      	HOSPITAL PSYCHIATRIC                                        	Services                                          
8071      	LABORATORIES MEDICAL                                        	Services                                          
8072      	LABORATORIES DENTAL                                         	Services                                          
8092A     	KIDNEY DIALYSIS CENTERS                                     	Services                                          
8093      	CLINICS-GENERAL MEDICAL                                     	Services                                          
8093A     	CLINICS-WEIGH-SMOKE-ALCOH                                   	Services                                          
8093B     	CLINICS-PHYSICAL THERAPY                                    	Services                                          
8099      	HEALTH & ALLIED SERVICES                                    	Services                                          
8099A     	BLOOD BANK CENTER                                           	Services                                          
8099B     	LABORATORIES MEDICAL X-RAY                                  	Services                                          
8111      	ATTORNEYS, LEGAL SERVICES                                   	Services                                          
8211      	SCHOOL - ELEMENTARY/SECOND                                  	Services                                          
8211E     	SCHOOL - NON-PROFIT                                         	Services                                          
8221      	COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS               	Services                                          
8231      	LIBRARIES                                                   	Services                                          
8243      	SCHOOL - DATA PROCESSING                                    	Services                                          
8244B     	SCHOOL - BUS & SECRETARIAL                                  	Services                                          
8249      	SCHOOL - TRADE/VOCATIONAL                                   	Services                                          
8299      	SCHOOL - EDUCATIONAL NEC                                    	Services                                          
8299A     	SCHOOL - DRIVING                                            	Services                                          
8299B     	SCHOOL - MUSIC                                              	Services                                          
8299C     	TRADE SCHOOLS                                               	Services                                          
8322      	SOCIAL SERVICE INDV/FAMILY                                  	Services                                          
8322A     	COUNSELING CENTERS 0-9999 SQ FT                             	Services                                          
8322B     	COUNSELING CENTERS - 10000+ SQ FT                           	Services                                          
8322E     	YOUTH DEVELOPMENT ORGANIZA                                  	Services                                          
8351      	DAYCARE CENTER                                              	Services                                          
8362      	HALFWAY HOUSES                                              	Services                                          
8399      	SOCIAL SERVICES, NEC                                        	Services                                          
8412      	MUSEUMS                                                     	Services                                          
8412A     	ART GALLERY                                                 	Services                                          
8412B     	ARTISTS                                                     	Services                                          
8412C     	CONSIGNED ART INVENTORY                                     	Services                                          
8621      	PROFESSIONAL ORGANIZATIONS                                  	Services                                          
8621E     	PROFESSIONAL ORGANIZATION /W EXEMPT PERS PROPERTY           	Services                                          
8631      	LABOR UNIONS                                                	Services                                          
8641      	CLUBS-CIVIC-SOCIAL-ASSOC                                    	Services                                          
8641A     	HOMEOWNERS ASSOCIATIONS                                     	Services                                          
8641C     	CLUBS-COMMUNITY SERVICE EXEMPT ONLY                         	Services                                          
8641E     	VETERANS ORGANIZATIONS EXEMPT ONLY                          	Services                                          
8661      	RELIGIOUS ORGANIZATIONS - TAXABLE                           	Services                                          
8661E     	RELIGIOUS ORGANIZATIONS - EXEMPT ONLY                       	Services                                          
8699A     	MEMBERSHIP ORGANIZATIONS                                    	Services                                          
8699B     	ATHLETIC ASSOCIATIONS                                       	Services                                          
8711      	ENGINEERING SERVICES                                        	Services                                          
8711A     	ENGINEERING SERVICES                                        	Services                                          
8711B     	ENGINEERING MARINE SVC                                      	Services                                          
8712      	ARCHITECTURAL/DRAFTING SER                                  	Services                                          
8712A     	ENGINEERING CONSULTANTS                                     	Services                                          
8713      	SURVEYING SERVICES                                          	Services                                          
8721A     	ACCOUNTING & BOOKKEEPING 0-999 SQ FT                        	Services                                          
8721B     	ACCOUNTING & BOOKKEEPING 1000-2499 SQ FT                    	Services                                          
8721C     	ACCOUNTING & BOOKKEEPING 2500-4999 SQ FT                    	Services                                          
8721D     	ACCOUNTING & BOOKKEEPING 5000-9999 SQ FT                    	Services                                          
8731      	COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH                 	Services                                          
8731A     	RESEARCH & DEVELOPMENT                                      	Services                                          
8733K     	RESEARCH SCIENTIFIC CORP EXEMPT ONLY                        	Services                                          
8734      	TESTING LABORATORIES                                        	Services                                          
8734A     	LABORATORIES TESTING                                        	Services                                          
8741      	MANAGEMENT SERVICES                                         	Services                                          
8937      	EXECUTIVE SUITE TENANTS                                     	Services                                          
8938      	EXECUTIVE SUITE OPERATORS                                   	Services                                          
8939A     	OFFICE-GENERAL 0-999 SQ FT                                  	Services                                          
8939B     	OFFICE-GENERAL 1000-2499 SQ FT                              	Services                                          
8939C     	OFFICE-GENERAL 2500-4999 SQ FT                              	Services                                          
8939D     	OFFICE-GENERAL 5000-9999 SQ FT                              	Services                                          
8939E     	BUSINESS IN RESIDENCE                                       	Services                                          
8939N     	OFFICE-WAREHOUSE OFFICE AT PPT N                            	Services                                          
8939P     	OFFICE-PIPESTOCK OFFICE AT PPT P                            	Services                                          
8940      	OFFICE - GENERAL 10000+ SQ FT                               	Services                                          
8940A     	OFFICE-GENERAL NEC                                          	Services                                          
8940B     	CORPORATE OFFICE 10000+ SQ FT                               	Services                                          
8999      	SERVICES, NEC                                               	Services                                          
8999A     	MANUFACTURERS REPS                                          	Services                                          
9111      	GOVERNMENT OFFICES EXCEPT FINANCE                           	Government, Other Services                        
9199F     	GOVERNMENT - FEDERAL                                        	Government, Other Services                        
9199L     	GOVERNMENT - LOCAL                                          	Government, Other Services                        
9199S     	GOVERNMENT - STATE                                          	Government, Other Services                        
9223      	CORRECTIONAL INSTITUTIONS                                   	Government, Other Services                        
9641      	REGULATION OF AGRICULTURAL USDA                             	Government, Other Services                        
9661      	SPACE RESEARCH AND TECHNOLOGY - GOVERNMENT                  	Government, Other Services                        
9721A     	GOVT. - FOREIGN CONSULATES                                  	Government, Other Services                        
9999E     	BUSINESS NEC EXEMPT UNDER SEC 11.14                         	Government, Other Services                        
                                     
                                     
Jurisdiction Type                    
------          -----------------    
Code            Description    
------          -----------------    
A              	Water District Defined Area                                 
C              	City                                                        
D              	Drainage District                                           
E              	Emergency Services D                                        
F              	Fire District                                               
I              	Independent School D                                        
J              	Junior/Community Col                                        
M              	Management District                                         
N              	Industrial Dist                                             
T              	County                                                      
W              	Water Supply/Utility                                        
X              	Inactive                                                    
Z              	TIRZ / TIFS                                                 
A              	Water District Defined Area                                 
C              	City                                                        
D              	Drainage District                                           
E              	Emergency Services D                                        
F              	Fire District                                               
I              	Independent School D                                        
J              	Junior/Community Col                                        
M              	Management District                                         
N              	Industrial Dist                                             
T              	County                                                      
W              	Water Supply/Utility                                        
X              	Inactive                                                    
Z              	TIRZ / TIFS                                                 
